(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.0718636,-0.641219,-0.0852127,1.81765,-0.0230872,0.432366,-8.43344e-05)
(-0.070848,-0.641393,-0.0839835,1.81727,-0.0228032,0.432085,-0.000134994)
(-0.0705996,-0.641546,-0.0836664,1.81702,-0.0227474,0.431927,-0.000163291)
(-0.0697809,-0.641812,-0.082656,1.81655,-0.0225336,0.431601,-0.000221559)
(-0.0693294,-0.641973,-0.0820965,1.81626,-0.0224173,0.43141,-0.000255453)
(-0.0687295,-0.642066,-0.0813704,1.81605,-0.0222482,0.431255,-0.000283346)
(-0.0683403,-0.642371,-0.0808644,1.81559,-0.0221669,0.430959,-0.000334749)
(-0.0677722,-0.642523,-0.0801671,1.8153,-0.0220139,0.430763,-0.000369331)
(-0.0671261,-0.642615,-0.079385,1.81509,-0.0218305,0.430606,-0.000397599)
(-0.0667191,-0.642921,-0.0788579,1.81462,-0.0217429,0.430309,-0.000448034)
(-0.0661434,-0.643076,-0.0781503,1.81433,-0.0215875,0.430113,-0.000482428)
(-0.0654942,-0.643172,-0.0773627,1.81412,-0.0214034,0.429956,-0.000510821)
(-0.0650864,-0.643483,-0.0768344,1.81365,-0.0213148,0.429658,-0.000560209)
(-0.0645099,-0.643643,-0.0761245,1.81336,-0.0211592,0.429461,-0.00059439)
(-0.0638602,-0.643743,-0.0753345,1.81314,-0.0209753,0.429303,-0.000622894)
(-0.0634527,-0.644058,-0.0748063,1.81267,-0.020886,0.429005,-0.000671209)
(-0.0628759,-0.644223,-0.0740946,1.81237,-0.0207303,0.428807,-0.000705156)
(-0.062226,-0.644329,-0.0733026,1.81215,-0.0205467,0.428648,-0.000733754)
(-0.0618189,-0.644648,-0.0727746,1.81167,-0.0204567,0.428349,-0.000780965)
(-0.0612419,-0.644818,-0.0720614,1.81138,-0.0203009,0.428151,-0.000814656)
(-0.0605918,-0.644928,-0.0712674,1.81115,-0.0201176,0.427992,-0.000843329)
(-0.0601853,-0.645253,-0.0707398,1.81067,-0.0200269,0.427692,-0.000889407)
(-0.0596081,-0.645427,-0.070025,1.81037,-0.019871,0.427493,-0.000922821)
(-0.0589579,-0.645542,-0.0692292,1.81015,-0.0196879,0.427334,-0.000951552)
(-0.0585518,-0.645871,-0.068702,1.80966,-0.0195965,0.427033,-0.000996467)
(-0.0579745,-0.64605,-0.0679858,1.80936,-0.0194406,0.426833,-0.00102958)
(-0.0573242,-0.64617,-0.0671882,1.80913,-0.0192578,0.426674,-0.00105835)
(-0.0569188,-0.646503,-0.0666616,1.80864,-0.0191656,0.426373,-0.00110208)
(-0.0563414,-0.646687,-0.0659441,1.80834,-0.0190095,0.426172,-0.00113488)
(-0.0556911,-0.646812,-0.0651447,1.8081,-0.018827,0.426012,-0.00116367)
(-0.0552863,-0.64715,-0.0646188,1.80761,-0.0187341,0.425711,-0.00120618)
(-0.0547088,-0.647338,-0.0639,1.8073,-0.0185779,0.42551,-0.00123864)
(-0.0540586,-0.647468,-0.0630991,1.80707,-0.0183956,0.425349,-0.00126744)
(-0.0536544,-0.64781,-0.0625739,1.80658,-0.018302,0.425047,-0.0013087)
(-0.053077,-0.648004,-0.061854,1.80627,-0.0181457,0.424846,-0.00134081)
(-0.0524269,-0.648138,-0.0610516,1.80603,-0.0179636,0.424685,-0.0013696)
(-0.0520234,-0.648485,-0.0605272,1.80553,-0.0178692,0.424382,-0.00140959)
(-0.051446,-0.648683,-0.0598062,1.80522,-0.0177128,0.424181,-0.00144132)
(-0.0507961,-0.648822,-0.0590024,1.80498,-0.017531,0.42402,-0.00147009)
(-0.0503933,-0.649173,-0.058479,1.80448,-0.0174358,0.423717,-0.00150879)
(-0.0498161,-0.649376,-0.057757,1.80416,-0.0172793,0.423515,-0.00154012)
(-0.0491664,-0.64952,-0.0569518,1.80392,-0.0170977,0.423353,-0.00156886)
(-0.0487644,-0.649876,-0.0564295,1.80342,-0.0170017,0.42305,-0.00160623)
(-0.0481873,-0.650083,-0.0557066,1.8031,-0.0168451,0.422847,-0.00163717)
(-0.0475379,-0.650232,-0.0549002,1.80285,-0.0166637,0.422686,-0.00166585)
(-0.0471367,-0.650592,-0.054379,1.80235,-0.016567,0.422382,-0.00170188)
(-0.0465598,-0.650804,-0.0536553,1.80203,-0.0164102,0.422179,-0.00173239)
(-0.0459107,-0.650957,-0.0528478,1.80178,-0.0162291,0.422018,-0.00176101)
(-0.0455104,-0.651322,-0.0523278,1.80127,-0.0161315,0.421713,-0.00179568)
(-0.0449337,-0.651538,-0.0516034,1.80095,-0.0159746,0.421511,-0.00182576)
(-0.044285,-0.651696,-0.0507949,1.8007,-0.0157937,0.421349,-0.0018543)
(-0.0438856,-0.652065,-0.0502762,1.80019,-0.0156953,0.421044,-0.00188759)
(-0.0433092,-0.652286,-0.0495512,1.79987,-0.0155383,0.420841,-0.00191721)
(-0.0429456,-0.652463,-0.0490909,1.79961,-0.0154408,0.420685,-0.00193781)
(-0.0423726,-0.652828,-0.0483592,1.7991,-0.0152906,0.420376,-0.00197451)
(-0.0417291,-0.653051,-0.0475508,1.79877,-0.0151137,0.420171,-0.00200552)
(-0.0413398,-0.653229,-0.0470584,1.79852,-0.0150084,0.420015,-0.00202639)
(-0.0407577,-0.653599,-0.0463153,1.798,-0.0148547,0.419705,-0.00206214)
(-0.040395,-0.653838,-0.0458518,1.79768,-0.014759,0.419507,-0.00208444)
(-0.03983,-0.654014,-0.0451422,1.79742,-0.0146025,0.419346,-0.00211014)
(-0.0391812,-0.654385,-0.0443164,1.7969,-0.0144286,0.419036,-0.00214668)
(-0.0387926,-0.654626,-0.0438208,1.79657,-0.0143249,0.418837,-0.00216901)
(-0.038218,-0.654806,-0.0430981,1.79631,-0.0141656,0.418676,-0.00219479)
(-0.0378503,-0.655192,-0.0426198,1.7958,-0.0140716,0.41837,-0.00222123)
(-0.0372862,-0.655432,-0.0419064,1.79546,-0.0139169,0.418167,-0.00224841)
(-0.0366443,-0.655614,-0.0410994,1.7952,-0.0137383,0.418006,-0.00227614)
(-0.0362516,-0.656002,-0.0405905,1.79468,-0.0136359,0.4177,-0.00230191)
(-0.0356779,-0.656245,-0.0398644,1.79435,-0.0134781,0.417497,-0.0023289)
(-0.0353162,-0.65644,-0.0394044,1.79408,-0.0133794,0.417339,-0.00234697)
(-0.0347488,-0.656828,-0.0386786,1.79357,-0.013226,0.417031,-0.0023772)
(-0.0341081,-0.657074,-0.0378683,1.79323,-0.0130488,0.416828,-0.002406)
(-0.0337209,-0.65727,-0.0373761,1.79296,-0.0129426,0.416669,-0.00242446)
(-0.0331447,-0.657663,-0.0366393,1.79244,-0.0127858,0.416361,-0.00245378)
(-0.0327836,-0.657919,-0.0361772,1.79211,-0.0126874,0.416161,-0.00247201)
(-0.0322213,-0.658116,-0.0354657,1.79184,-0.0125313,0.416001,-0.00249639)
(-0.031579,-0.658511,-0.0346462,1.79132,-0.0123549,0.415693,-0.00252691)
(-0.0311926,-0.65877,-0.0341522,1.79098,-0.0122488,0.415492,-0.0025453)
(-0.030621,-0.658971,-0.0334282,1.79071,-0.01209,0.415332,-0.0025698)
(-0.0302585,-0.659374,-0.0329594,1.79019,-0.0119912,0.415026,-0.00258832)
